id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
985,2641P,"{""type"":""Polygon"",""coordinates"":[[[112.17390899,-8.088197833],[112.173942049,-8.088205831],[112.173931,-8.088249586],[112.173896498,-8.088241853],[112.17390899,-8.088197833]]]}",-8.088223907,112.1739196,,,,,,,,,,,,,,,,,
986,2301Q,"{""type"":""Polygon"",""coordinates"":[[[112.172773827,-8.087922134],[112.172792258,-8.087925821],[112.172683755,-8.088362214],[112.17266234,-8.088357931],[112.172773827,-8.087922134]]]}",-8.088147467,112.1727267,,,,,,,,,,,,,,,,,
987,2480R,"{""type"":""Polygon"",""coordinates"":[[[112.154922158,-8.10227793],[112.154962609,-8.102282689],[112.154960229,-8.102308863],[112.154920968,-8.102304104],[112.154922158,-8.10227793]]]}",-8.102293334,112.1549415,,,,,,,,,,,,,,,,,
988,863110S,"{""type"":""Polygon"",""coordinates"":[[[112.150686434,-8.108297774],[112.150710141,-8.108302008],[112.150702526,-8.108332465],[112.150678494,-8.108327944],[112.150686434,-8.108297774]]]}",-8.108315091,112.1506944,,,,,,,,,,,,,,,,,
989,863110T,"{""type"":""Polygon"",""coordinates"":[[[112.158986744,-8.098526514],[112.159043851,-8.098525324],[112.159041669,-8.098566965],[112.158985631,-8.098566215],[112.158986744,-8.098526514]]]}",-8.098546194,112.1590147,,,,,,,,,,,,,,,,,
990,2642U,"{""type"":""Polygon"",""coordinates"":[[[112.159272133,-8.123201645],[112.159298783,-8.123214019],[112.159287362,-8.123238765],[112.159260712,-8.123226392],[112.159272133,-8.123201645]]]}",-8.123220205,112.1592797,,,,,,,,,,,,,,,,,
991,2642V,"{""type"":""Polygon"",""coordinates"":[[[112.159052509,-8.123633993],[112.159079159,-8.123646367],[112.159067737,-8.123671113],[112.159041087,-8.12365874],[112.159052509,-8.123633993]]]}",-8.123652553,112.1590601,,,,,,,,,,,,,,,,,
992,873062W,"{""type"":""Polygon"",""coordinates"":[[[112.172587545,-8.100944331],[112.172571483,-8.100942547],[112.172573268,-8.10092589],[112.172589329,-8.100927675],[112.172587545,-8.100944331]]]}",-8.100935111,112.1725804,,,,,,,,,,,,,,,,,
993,873062W,"{""type"":""Polygon"",""coordinates"":[[[112.172604201,-8.100812271],[112.172588139,-8.100810487],[112.172589924,-8.10079383],[112.172605985,-8.100795615],[112.172604201,-8.100812271]]]}",-8.100803051,112.1725971,,,,,,,,,,,,,,,,,
994,873062W,"{""type"":""Polygon"",""coordinates"":[[[112.172594683,-8.100877706],[112.172578622,-8.100875922],[112.172580406,-8.100859266],[112.172596468,-8.10086105],[112.172594683,-8.100877706]]]}",-8.100868486,112.1725875,,,,,,,,,,,,,,,,,
995,2506X,"{""type"":""Polygon"",""coordinates"":[[[112.164687204,-8.113400608],[112.1647166,-8.113409036],[112.164684477,-8.11347804],[112.164654734,-8.113468522],[112.164687204,-8.113400608]]]}",-8.113439206,112.1646857,,,,,,,,,,,,,,,,,
996,2303Y,"{""type"":""Polygon"",""coordinates"":[[[112.175677639,-8.098482228],[112.175554883,-8.098854411],[112.176084218,-8.098961368],[112.176079768,-8.098977156],[112.175549149,-8.098865321],[112.175513457,-8.098903393],[112.175406381,-8.099319798],[112.17539284,-8.099318106],[112.175505366,-8.09888626],[112.175535824,-8.098855803],[112.175667551,-8.098480356],[112.175677639,-8.098482228]]]}",-8.098905994,112.1756455,,,,,,,,,,,,,,,,,
997,2300Z,"{""type"":""Polygon"",""coordinates"":[[[112.17402854,-8.094166075],[112.174042712,-8.094166583],[112.173994305,-8.095012579],[112.173973812,-8.095013164],[112.17402854,-8.094166075]]]}",-8.094615062,112.1740083,,,,,,,,,,,,,,,,,
998,2302AA,"{""type"":""Polygon"",""coordinates"":[[[112.17375637,-8.088996118],[112.173752562,-8.089013251],[112.173164034,-8.088862828],[112.173214582,-8.088657053],[112.173180318,-8.088559971],[112.173300945,-8.08808421],[112.173318549,-8.088088116],[112.173200527,-8.088564008],[112.173236695,-8.08865538],[112.17318903,-8.088851326],[112.17375637,-8.088996118]]]}",-8.088660725,112.1733239,,,,,,,,,,,,,,,,,
999,2370AB,"{""type"":""Polygon"",""coordinates"":[[[112.171647697,-8.087586936],[112.171672999,-8.087591406],[112.171566791,-8.088053082],[112.171505735,-8.088543948],[112.17148194,-8.088540973],[112.171545996,-8.088053438],[112.171647697,-8.087586936]]]}",-8.088058927,112.1715672,,,,,,,,,,,,,,,,,
1000,2247AC,"{""type"":""Polygon"",""coordinates"":[[[112.158944012,-8.096611415],[112.158932094,-8.096929477],[112.158715563,-8.096958031],[112.158736978,-8.097157905],[112.158541862,-8.097143629],[112.158499784,-8.09683883],[112.158944012,-8.096611415]]]}",-8.096891011,112.1587183,,,,,,,,,,,,,,,,,
1001,2366AD,"{""type"":""Polygon"",""coordinates"":[[[112.186376834,-8.092209414],[112.18644108,-8.092267949],[112.186399677,-8.092300785],[112.186336859,-8.092242251],[112.186376834,-8.092209414]]]}",-8.092255162,112.1863887,,,,,,,,,,,,,,,,,
1002,865497B,"{""type"":""Polygon"",""coordinates"":[[[112.182250785,-8.09881004],[112.182222893,-8.098926888],[112.182145118,-8.098907034],[112.18217081,-8.098792773],[112.182250785,-8.09881004]]]}",-8.098859038,112.1821976,,,,,,,,,,,,,,,,,
1003,2015A,"{""type"":""Polygon"",""coordinates"":[[[112.182097323,-8.098998599],[112.182297198,-8.099041429],[112.182286915,-8.099079513],[112.182345739,-8.099094253],[112.182308293,-8.099237104],[112.182247552,-8.099225301],[112.182237922,-8.099260966],[112.18203994,-8.09921822],[112.182097323,-8.098998599]]]}",-8.09913453,112.1821894,,,,,,,,,,,,,,,,,
1004,840885C,"{""type"":""Polygon"",""coordinates"":[[[112.182076405,-8.098991283],[112.182012229,-8.099211651],[112.181991872,-8.099207609],[112.182116811,-8.098767974],[112.182140606,-8.098770829],[112.182076405,-8.098991283]]]}",-8.098984593,112.1820668,,,,,,,,,,,,,,,,,
1005,842449D,"{""type"":""Polygon"",""coordinates"":[[[112.182097323,-8.098998599],[112.18203994,-8.09921822],[112.182012229,-8.099211651],[112.182075763,-8.098993487],[112.182097323,-8.098998599]]]}",-8.099110043,112.1820551,,,,,,,,,,,,,,,,,
1006,1322D,"{""type"":""Polygon"",""coordinates"":[[[112.180582264,-8.091893784],[112.180606679,-8.091894061],[112.180602204,-8.092038273],[112.180342714,-8.092035618],[112.180345551,-8.09189222],[112.180582264,-8.091893784]]]}",-8.091964943,112.1804744,,,,,,,,,,,,,,,,,
1007,2227E,"{""type"":""Polygon"",""coordinates"":[[[112.180533791,-8.092037573],[112.180578501,-8.09203803],[112.180577782,-8.092070044],[112.180532858,-8.092069473],[112.180533791,-8.092037573]]]}",-8.092053793,112.1805557,,,,,,,,,,,,,,,,,
1008,2179F,"{""type"":""Polygon"",""coordinates"":[[[112.180482432,-8.092195304],[112.1806274,-8.092137245],[112.180628118,-8.092160405],[112.180484023,-8.092218419],[112.180482432,-8.092195304]]]}",-8.092177895,112.1805553,,,,,,,,,,,,,,,,,
1009,1326B,"{""type"":""Polygon"",""coordinates"":[[[112.180426204,-8.091490405],[112.180396202,-8.091476022],[112.180431577,-8.091406002],[112.180505816,-8.091439315],[112.180472504,-8.091512602],[112.180426204,-8.091490405]]]}",-8.091458797,112.1804516,,,,,,,,,,,,,,,,,
1010,1325C,"{""type"":""Polygon"",""coordinates"":[[[112.180691704,-8.091666804],[112.180780652,-8.091666406],[112.180779224,-8.091896024],[112.180582264,-8.091893784],[112.180589878,-8.091667259],[112.180691704,-8.091666804]]]}",-8.091781482,112.1806832,,,,,,,,,,,,,,,,,
1011,1323H,"{""type"":""Polygon"",""coordinates"":[[[112.180496044,-8.091460814],[112.180636268,-8.091465282],[112.180630703,-8.091577512],[112.180568691,-8.09157664],[112.180558221,-8.091698469],[112.180478272,-8.091696565],[112.180496044,-8.091460814]]]}",-8.091564115,112.1805475,,,,,,,,,,,,,,,,,
1012,1327I,"{""type"":""Polygon"",""coordinates"":[[[112.180780652,-8.091666406],[112.180702202,-8.091666757],[112.180701541,-8.091562943],[112.180779983,-8.091563346],[112.180780652,-8.091666406]]]}",-8.091614864,112.180741,,,,,,,,,,,,,,,,,
1013,1264K,"{""type"":""Polygon"",""coordinates"":[[[112.172467993,-8.077226014],[112.172451798,-8.077267116],[112.172369163,-8.077235901],[112.172383194,-8.077196414],[112.172467993,-8.077226014]]]}",-8.077231439,112.1724184,,,,,,,,,,,,,,,,,
1014,1252L,"{""type"":""Polygon"",""coordinates"":[[[112.172467993,-8.077226014],[112.172621168,-8.077273813],[112.172542164,-8.077502508],[112.172301368,-8.077419436],[112.172345626,-8.077309505],[112.172423832,-8.077338093],[112.172467993,-8.077226014]]]}",-8.07736654,112.172475,,,,,,,,,,,,,,,,,
1015,2228M,"{""type"":""Polygon"",""coordinates"":[[[112.158111193,-8.098026029],[112.158196614,-8.098248069],[112.158214777,-8.098362774],[112.158198881,-8.098363046],[112.158181435,-8.098251395],[112.158096916,-8.098036022],[112.158111193,-8.098026029]]]}",-8.098192478,112.1581626,,,,,,,,,,,,,,,,,
1016,1376N,"{""type"":""Polygon"",""coordinates"":[[[112.157355496,-8.108620652],[112.157523771,-8.108682244],[112.157498561,-8.108737008],[112.157330809,-8.108676332],[112.157355496,-8.108620652]]]}",-8.108678979,112.157427,,,,,,,,,,,,,,,,,
1017,1378O,"{""type"":""Polygon"",""coordinates"":[[[112.157533428,-8.109064021],[112.157620278,-8.109094954],[112.157564361,-8.109254378],[112.15748108,-8.109227014],[112.157533428,-8.109064021]]]}",-8.109159385,112.1575499,,,,,,,,,,,,,,,,,
1018,865282G,"{""type"":""Polygon"",""coordinates"":[[[112.180698505,-8.091465265],[112.180636268,-8.091465282],[112.180579727,-8.09146348],[112.180579686,-8.091398101],[112.180698971,-8.091399739],[112.180698505,-8.091465265]]]}",-8.091431862,112.1806392,,,,,,,,,,,,,,,,,
1019,860845P,"{""type"":""Polygon"",""coordinates"":[[[112.1806915,-8.091465267],[112.180698505,-8.091465265],[112.18070223,-8.09146541],[112.180701541,-8.091562943],[112.180701586,-8.091569948],[112.180689121,-8.091569887],[112.1806915,-8.091465267]]]}",-8.091518856,112.1806961,,,,,,,,,,,,,,,,,
1020,1893J,"{""type"":""Polygon"",""coordinates"":[[[112.180356301,-8.091600339],[112.180437203,-8.091600339],[112.18043108,-8.091892785],[112.180345551,-8.09189222],[112.180356301,-8.091600339]]]}",-8.091747779,112.1803925,,,,,,,,,,,,,,,,,
1021,1324A,"{""type"":""Polygon"",""coordinates"":[[[112.180426204,-8.091490405],[112.180423525,-8.091600339],[112.180368312,-8.091600339],[112.180370306,-8.091487554],[112.180426204,-8.091490405]]]}",-8.091544532,112.180397,,,,,,,,,,,,,,,,,
1022,1728B,"{""type"":""Polygon"",""coordinates"":[[[112.159023013,-8.122256796],[112.159180058,-8.122337697],[112.159134848,-8.122417409],[112.158977803,-8.122337697],[112.159023013,-8.122256796]]]}",-8.122337301,112.1590788,,,,,,,,,,,,,,,,,
1023,1728C,"{""type"":""Polygon"",""coordinates"":[[[112.158914093,-8.12241237],[112.158833005,-8.122373729],[112.15890285,-8.122235381],[112.158984942,-8.122269883],[112.158914093,-8.12241237]]]}",-8.122323047,112.1589088,,,,,,,,,,,,,,,,,
1024,1728A,"{""type"":""Polygon"",""coordinates"":[[[112.159207778,-8.122319078],[112.159411936,-8.122424726],[112.159348213,-8.122542904],[112.159402722,-8.122572953],[112.159373811,-8.122622921],[112.159320429,-8.12259443],[112.159254892,-8.122715972],[112.159186347,-8.122678883],[112.159162093,-8.122718828],[112.159110696,-8.122691702],[112.15913473,-8.122650953],[112.159046451,-8.122603186],[112.159207778,-8.122319078]]]}",-8.122525021,112.159233,,,,,,,,,,,,,,,,,
1025,1370F,"{""type"":""Polygon"",""coordinates"":[[[112.158667948,-8.122144194],[112.1588821,-8.12220487],[112.158855925,-8.122281013],[112.158641774,-8.122223906],[112.158667948,-8.122144194]]]}",-8.122213256,112.1587612,,,,,,,,,,,,,,,,,
1026,1948G,"{""type"":""Polygon"",""coordinates"":[[[112.158692932,-8.122392847],[112.158736952,-8.122411883],[112.158692932,-8.122505872],[112.158648912,-8.122484457],[112.158692932,-8.122392847]]]}",-8.122448963,112.1586929,,,,,,,,,,,,,,,,,
1027,1890E,"{""type"":""Polygon"",""coordinates"":[[[112.159536469,-8.122484511],[112.159379575,-8.122775622],[112.159396594,-8.122785263],[112.159354204,-8.122865151],[112.159001092,-8.122688119],[112.159046451,-8.122603186],[112.15913473,-8.122650953],[112.159110696,-8.122691702],[112.159162093,-8.122718828],[112.159186347,-8.122678883],[112.159254892,-8.122715972],[112.159320429,-8.12259443],[112.159373811,-8.122622921],[112.159402722,-8.122572953],[112.159348213,-8.122542904],[112.159411936,-8.122424726],[112.159536469,-8.122484511]]]}",-8.122662634,112.1593113,,,,,,,,,,,,,,,,,
1028,1949H,"{""type"":""Polygon"",""coordinates"":[[[112.159396594,-8.122785263],[112.159379575,-8.122775622],[112.159536469,-8.122484511],[112.159552176,-8.122492051],[112.159396594,-8.122785263]]]}",-8.122637195,112.1594647,,,,,,,,,,,,,,,,,
1029,2072K,"{""type"":""Polygon"",""coordinates"":[[[112.157876054,-8.122428433],[112.158075929,-8.122525515],[112.157986461,-8.122708257],[112.157780876,-8.122603561],[112.157876054,-8.122428433]]]}",-8.122567184,112.1579299,,,,,,,,,,,,,,,,,
1030,2555L,"{""type"":""Polygon"",""coordinates"":[[[112.157893147,-8.12276469],[112.157862214,-8.122814659],[112.157705169,-8.122743275],[112.157732533,-8.122692117],[112.157893147,-8.12276469]]]}",-8.122753636,112.1577984,,,,,,,,,,,,,,,,,
1031,1821M,"{""type"":""Polygon"",""coordinates"":[[[112.158188412,-8.122538195],[112.158211255,-8.122548903],[112.158174135,-8.122608865],[112.158151768,-8.122596682],[112.158188412,-8.122538195]]]}",-8.122573256,112.1581814,,,,,,,,,,,,,,,,,
1032,1756N,"{""type"":""Polygon"",""coordinates"":[[[112.15824122,-8.122923398],[112.158198691,-8.12289981],[112.158237238,-8.122830806],[112.158279173,-8.12285151],[112.15824122,-8.122923398]]]}",-8.122876667,112.1582391,,,,,,,,,,,,,,,,,
1033,2556P,"{""type"":""Polygon"",""coordinates"":[[[112.159065406,-8.123193673],[112.159095387,-8.123209378],[112.15901972,-8.123355001],[112.158989025,-8.123339296],[112.159065406,-8.123193673]]]}",-8.123274559,112.1590423,,,,,,,,,,,,,,,,,
1034,860378R,"{""type"":""Polygon"",""coordinates"":[[[112.159288171,-8.122973327],[112.158572429,-8.122607842],[112.158580043,-8.122592614],[112.159296103,-8.122958892],[112.159288171,-8.122973327]]]}",-8.122782145,112.1589322,,,,,,,,,,,,,,,,,
1035,2414S,"{""type"":""Polygon"",""coordinates"":[[[112.170578759,-8.099475687],[112.170537345,-8.099471524],[112.170539533,-8.099454133],[112.170580811,-8.099458541],[112.170578759,-8.099475687]]]}",-8.09946497,112.1705591,,,,,,,,,,,,,,,,,
1036,1708T,"{""type"":""Polygon"",""coordinates"":[[[112.143292303,-8.115230791],[112.143492178,-8.115252206],[112.143489574,-8.11526753],[112.14329008,-8.115245824],[112.143292303,-8.115230791]]]}",-8.115249124,112.1433914,,,,,,,,,,,,,,,,,
1037,1901D,"{""type"":""Polygon"",""coordinates"":[[[112.158764905,-8.12250862],[112.15880735,-8.122424546],[112.158833005,-8.122373729],[112.158914093,-8.12241237],[112.158848981,-8.122543319],[112.158888736,-8.12256402],[112.15885194,-8.122631065],[112.158734053,-8.122569731],[112.158764905,-8.12250862]]]}",-8.122505676,112.1588279,,,,,,,,,,,,,,,,,
1038,2308I,"{""type"":""Polygon"",""coordinates"":[[[112.15880735,-8.122424546],[112.158764905,-8.12250862],[112.158723883,-8.122490253],[112.158763715,-8.122405377],[112.15880735,-8.122424546]]]}",-8.122456794,112.1587652,,,,,,,,,,,,,,,,,
1039,872399U,"{""type"":""Polygon"",""coordinates"":[[[112.159354204,-8.122865151],[112.159396594,-8.122785263],[112.159552176,-8.122492051],[112.159562688,-8.122497737],[112.159365583,-8.122871265],[112.159354204,-8.122865151]]]}",-8.122683967,112.1594574,,,,,,,,,,,,,,,,,
1040,907001V,"{""type"":""Polygon"",""coordinates"":[[[112.14365751,-8.11372304],[112.143716331,-8.113723552],[112.143707765,-8.113910101],[112.143647803,-8.11390915],[112.14365751,-8.11372304]]]}",-8.113816765,112.1436823,,,,,,,,,,,,,,,,,
1041,907001Y,"{""type"":""Polygon"",""coordinates"":[[[112.14309829,-8.114976314],[112.14318638,-8.114982114],[112.143182761,-8.115021524],[112.143222072,-8.115023755],[112.143219048,-8.115073277],[112.143261283,-8.115074913],[112.143250625,-8.115167712],[112.143078114,-8.115148676],[112.14309829,-8.114976314]]]}",-8.115080594,112.1431628,,,,,,,,,,,,,,,,,
1042,907001X,"{""type"":""Polygon"",""coordinates"":[[[112.143320548,-8.114740842],[112.143362489,-8.114473463],[112.143458144,-8.114483456],[112.143417487,-8.114780672],[112.143316024,-8.114769681],[112.143320548,-8.114740842]]]}",-8.11462829,112.1433883,,,,,,,,,,,,,,,,,
1043,907001Z,"{""type"":""Polygon"",""coordinates"":[[[112.143362489,-8.114473463],[112.143320548,-8.114740842],[112.143202478,-8.114722054],[112.143255629,-8.114443334],[112.143364755,-8.114459266],[112.143362489,-8.114473463]]]}",-8.114593277,112.1432856,,,,,,,,,,,,,,,,,
1044,872302W,"{""type"":""Polygon"",""coordinates"":[[[112.143236854,-8.114463231],[112.14317224,-8.114452068],[112.143185458,-8.114400413],[112.14324799,-8.114411786],[112.143236854,-8.114463231]]]}",-8.114431996,112.1432105,,,,,,,,,,,,,,,,,
1045,1711AB,"{""type"":""Polygon"",""coordinates"":[[[112.144576986,-8.098352449],[112.144584219,-8.098337982],[112.144656555,-8.09837415],[112.144649321,-8.098388617],[112.144576986,-8.098352449]]]}",-8.0983633,112.1446168,,,,,,,,,,,,,,,,,
1046,1711AC,"{""type"":""Polygon"",""coordinates"":[[[112.147172858,-8.099779888],[112.147180092,-8.099765421],[112.147252428,-8.099801588],[112.147245194,-8.099816055],[112.147172858,-8.099779888]]]}",-8.099790738,112.1472126,,,,,,,,,,,,,,,,,
1047,1711AE,"{""type"":""Polygon"",""coordinates"":[[[112.17137493,-8.07985679],[112.17138481,-8.079860337],[112.171371485,-8.079897456],[112.171361605,-8.07989391],[112.17137493,-8.07985679]]]}",-8.079877123,112.1713732,,,,,,,,,,,,,,,,,
1048,2140AA,"{""type"":""Polygon"",""coordinates"":[[[112.143482153,-8.11467562],[112.143537921,-8.11467842],[112.14353129,-8.114768379],[112.143472398,-8.114765523],[112.143482153,-8.11467562]]]}",-8.114722392,112.1435059,,,,,,,,,,,,,,,,,
1049,1711AD,"{""type"":""Polygon"",""coordinates"":[[[112.152043063,-8.101676105],[112.152044711,-8.101665746],[112.152086589,-8.101672409],[112.152084941,-8.101682768],[112.152043063,-8.101676105]]]}",-8.101674257,112.1520648,,,,,,,,,,,,,,,,,
1050,1371J,"{""type"":""Polygon"",""coordinates"":[[[112.158589424,-8.122282424],[112.158551353,-8.122377602],[112.158069465,-8.122161775],[112.158107028,-8.122078504],[112.158589424,-8.122282424]]]}",-8.122227142,112.1583339,,,,,,,,,,,,,,,,,
1051,1711AF,"{""type"":""Polygon"",""coordinates"":[[[112.177955679,-8.093265134],[112.178062755,-8.093217545],[112.17807188,-8.093238077],[112.177964804,-8.093285666],[112.177955679,-8.093265134]]]}",-8.093251606,112.1780138,,,,,,,,,,,,,,,,,
1052,1711AP,"{""type"":""Polygon"",""coordinates"":[[[112.172079755,-8.095242751],[112.172096887,-8.095169939],[112.172113757,-8.095173909],[112.172096625,-8.09524672],[112.172079755,-8.095242751]]]}",-8.09520833,112.1720968,,,,,,,,,,,,,,,,,
1053,1711AH,"{""type"":""Polygon"",""coordinates"":[[[112.18319756,-8.09110035],[112.183190473,-8.091084174],[112.183265426,-8.091051337],[112.183272513,-8.091067513],[112.18319756,-8.09110035]]]}",-8.091075844,112.1832315,,,,,,,,,,,,,,,,,
1054,1711AI,"{""type"":""Polygon"",""coordinates"":[[[112.164227372,-8.103949557],[112.164229898,-8.10392971],[112.16430842,-8.103939703],[112.164305894,-8.103959551],[112.164227372,-8.103949557]]]}",-8.10394463,112.1642679,,,,,,,,,,,,,,,,,
1055,1711AJ,"{""type"":""Polygon"",""coordinates"":[[[112.160523861,-8.102918772],[112.160558125,-8.102924482],[112.160555373,-8.102940997],[112.160521109,-8.102935286],[112.160523861,-8.102918772]]]}",-8.102929884,112.1605396,,,,,,,,,,,,,,,,,
1056,1711AK,"{""type"":""Polygon"",""coordinates"":[[[112.158287553,-8.098680727],[112.158288426,-8.09866531],[112.158351482,-8.098668879],[112.158350609,-8.098684296],[112.158287553,-8.098680727]]]}",-8.098674803,112.1583195,,,,,,,,,,,,,,,,,
1057,1711AL,"{""type"":""Polygon"",""coordinates"":[[[112.164430329,-8.113381851],[112.164461262,-8.113317605],[112.164489021,-8.113330971],[112.164458088,-8.113395216],[112.164430329,-8.113381851]]]}",-8.113356411,112.1644597,,,,,,,,,,,,,,,,,
1058,1711AN,"{""type"":""Polygon"",""coordinates"":[[[112.170875313,-8.095467738],[112.170942414,-8.095477731],[112.170938878,-8.095501475],[112.170871777,-8.095491481],[112.170875313,-8.095467738]]]}",-8.095484606,112.1709071,,,,,,,,,,,,,,,,,
1059,1711AM,"{""type"":""Polygon"",""coordinates"":[[[112.167841706,-8.093323638],[112.167810004,-8.093324959],[112.167808576,-8.093290695],[112.167841902,-8.093289306],[112.167856558,-8.093288696],[112.167857986,-8.09332296],[112.167841706,-8.093323638]]]}",-8.093306827,112.1678333,,,,,,,,,,,,,,,,,
1060,1711AO,"{""type"":""Polygon"",""coordinates"":[[[112.179668892,-8.108247802],[112.179651445,-8.108241539],[112.179671433,-8.10818586],[112.179688879,-8.108192123],[112.179668892,-8.108247802]]]}",-8.108216831,112.1796702,,,,,,,,,,,,,,,,,
1061,1711AG,"{""type"":""Polygon"",""coordinates"":[[[112.172858685,-8.095506488],[112.172953864,-8.095458899],[112.172970044,-8.095491259],[112.172874866,-8.095538849],[112.172858685,-8.095506488]]]}",-8.095498874,112.1729144,,,,,,,,,,,,,,,,,
1062,1711AQ,"{""type"":""Polygon"",""coordinates"":[[[112.182481263,-8.099470365],[112.18250383,-8.099475302],[112.182495501,-8.099513373],[112.182472935,-8.099508437],[112.182481263,-8.099470365]]]}",-8.099491869,112.1824884,,,,,,,,,,,,,,,,,
1063,1711AR,"{""type"":""Polygon"",""coordinates"":[[[112.182318032,-8.099676546],[112.182336801,-8.099680539],[112.182324903,-8.099736456],[112.182306135,-8.099732463],[112.182318032,-8.099676546]]]}",-8.099706501,112.1823215,,,,,,,,,,,,,,,,,
1064,1711AS,"{""type"":""Polygon"",""coordinates"":[[[112.183643921,-8.092015339],[112.183665686,-8.09201942],[112.183654979,-8.092076527],[112.183633213,-8.092072446],[112.183643921,-8.092015339]]]}",-8.092045933,112.1836495,,,,,,,,,,,,,,,,,
1065,1711AT,"{""type"":""Polygon"",""coordinates"":[[[112.176532808,-8.065926393],[112.176566768,-8.065938656],[112.176542021,-8.066007185],[112.176508061,-8.065994921],[112.176532808,-8.065926393]]]}",-8.065966789,112.1765374,,,,,,,,,,,,,,,,,
1066,1711AU,"{""type"":""Polygon"",""coordinates"":[[[112.177575063,-8.063531185],[112.177561976,-8.063576395],[112.177535774,-8.06356881],[112.177548861,-8.063523601],[112.177575063,-8.063531185]]]}",-8.063549998,112.1775554,,,,,,,,,,,,,,,,,
1067,1711AV,"{""type"":""Polygon"",""coordinates"":[[[112.14956161,-8.112472102],[112.149574459,-8.112402146],[112.149603349,-8.112407452],[112.1495905,-8.112477408],[112.14956161,-8.112472102]]]}",-8.112439777,112.1495825,,,,,,,,,,,,,,,,,
1068,1711AW,"{""type"":""Polygon"",""coordinates"":[[[112.153331033,-8.123413778],[112.15335096,-8.123417009],[112.153342393,-8.123469833],[112.153322467,-8.123466602],[112.153331033,-8.123413778]]]}",-8.123441805,112.1533367,,,,,,,,,,,,,,,,,
1069,1711AY,"{""type"":""Polygon"",""coordinates"":[[[112.166453733,-8.091465239],[112.166516551,-8.091485227],[112.166512989,-8.091496423],[112.166450171,-8.091476435],[112.166453733,-8.091465239]]]}",-8.091480831,112.1664834,,,,,,,,,,,,,,,,,
1070,1711AZ,"{""type"":""Polygon"",""coordinates"":[[[112.147571381,-8.092436498],[112.147557039,-8.09243112],[112.147589162,-8.092345459],[112.147603504,-8.092350838],[112.147571381,-8.092436498]]]}",-8.092390979,112.1475803,,,,,,,,,,,,,,,,,
1071,1711BB,"{""type"":""Polygon"",""coordinates"":[[[112.148441442,-8.089142721],[112.148472946,-8.089149854],[112.14846438,-8.089187688],[112.148432876,-8.089180555],[112.148441442,-8.089142721]]]}",-8.089165204,112.1484529,,,,,,,,,,,,,,,,,
1072,1711BA,"{""type"":""Polygon"",""coordinates"":[[[112.170911826,-8.111003742],[112.170919764,-8.110984069],[112.170987579,-8.111011433],[112.170979641,-8.111031106],[112.170911826,-8.111003742]]]}",-8.111007587,112.1709497,,,,,,,,,,,,,,,,,
1073,1711BC,"{""type"":""Polygon"",""coordinates"":[[[112.174117438,-8.072328851],[112.174131715,-8.072290304],[112.174151221,-8.072297529],[112.174136944,-8.072336076],[112.174117438,-8.072328851]]]}",-8.07231319,112.1741343,,,,,,,,,,,,,,,,,
1074,1711BD,"{""type"":""Polygon"",""coordinates"":[[[112.176572301,-8.09403953],[112.176558129,-8.094004219],[112.176663063,-8.093962102],[112.176677236,-8.093997413],[112.176572301,-8.09403953]]]}",-8.094000816,112.1766177,,,,,,,,,,,,,,,,,
1075,1676A,"{""type"":""Polygon"",""coordinates"":[[[112.171994643,-8.091357342],[112.172006808,-8.091312925],[112.171973921,-8.091303599],[112.172056658,-8.091010059],[112.172276304,-8.091071931],[112.172181126,-8.091409815],[112.171994643,-8.091357342]]]}",-8.091207525,112.1721216,,,,,,,,,,,,,,,,,
1076,2251B,"{""type"":""Polygon"",""coordinates"":[[[112.172098061,-8.090870583],[112.172415005,-8.090967665],[112.172408273,-8.090989642],[112.172091329,-8.09089256],[112.172098061,-8.090870583]]]}",-8.090930113,112.1722532,,,,,,,,,,,,,,,,,
1077,2522E,"{""type"":""Polygon"",""coordinates"":[[[112.172029878,-8.090875196],[112.172091052,-8.090892858],[112.172033936,-8.091090673],[112.171972763,-8.09107301],[112.172029878,-8.090875196]]]}",-8.090982934,112.1720319,,,,,,,,,,,,,,,,,
1078,2523D,"{""type"":""Polygon"",""coordinates"":[[[112.171983959,-8.091396457],[112.171908061,-8.091371222],[112.171927096,-8.09129032],[112.172006808,-8.091312925],[112.171983959,-8.091396457]]]}",-8.09134256,112.1719568,,,,,,,,,,,,,,,,,
1079,2453C,"{""type"":""Polygon"",""coordinates"":[[[112.172240947,-8.0913598],[112.172274951,-8.091368868],[112.172244494,-8.091483082],[112.172210974,-8.091471937],[112.172240947,-8.0913598]]]}",-8.091420956,112.1722429,,,,,,,,,,,,,,,,,
1080,862178F,"{""type"":""Polygon"",""coordinates"":[[[112.171908061,-8.091371222],[112.172244494,-8.091483082],[112.172239152,-8.091499148],[112.171902719,-8.091387288],[112.171908061,-8.091371222]]]}",-8.091435185,112.1720736,,,,,,,,,,,,,,,,,
