id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
170,855,"{""type"":""Polygon"",""coordinates"":[[[112.195175728,-8.065410589,0],[112.195243573,-8.065444368,0],[112.195300296,-8.065435197,0],[112.195393304,-8.065402328,0],[112.195479774,-8.065408251,0],[112.195427125,-8.06559747,0],[112.195329986,-8.065573358,0],[112.195233267,-8.065558049,0],[112.195171731,-8.065551499,0],[112.195106771,-8.065547222,0],[112.195016018,-8.065554297,0],[112.19497395,-8.065603087,0],[112.19486626,-8.065640629,0],[112.194772762,-8.065654351,0],[112.194697832,-8.065652404,0],[112.194641711,-8.06562371,0],[112.194536521,-8.065608843,0],[112.194457605,-8.065620244,0],[112.194380747,-8.065675672,0],[112.194343141,-8.065768255,0],[112.194309815,-8.065825539,0],[112.194222084,-8.065881636,0],[112.194100575,-8.065907127,0],[112.193982574,-8.06592971,0],[112.193956004,-8.065897062,0],[112.194037512,-8.065833988,0],[112.194139825,-8.065769651,0],[112.194205966,-8.065738778,0],[112.194225698,-8.065697053,0],[112.194252134,-8.065644321,0],[112.194315873,-8.065595749,0],[112.194377534,-8.06555357,0],[112.194443969,-8.065517825,0],[112.194506285,-8.065493148,0],[112.194633906,-8.065458566,0],[112.194712395,-8.065433811,0],[112.194784354,-8.065417823,0],[112.194950397,-8.065380216,0],[112.195039394,-8.0653669,0],[112.195109274,-8.065374838,0],[112.195175728,-8.065410589,0]]]}",-8.065576053,112.1947551,,,,39,,,,,,#N/A,,,,1216G,"{""type"":""Polygon"",""coordinates"":[[[112.163829436,-8.110627366],[112.163584511,-8.110526576],[112.163615492,-8.110451288],[112.163860418,-8.110552078],[112.163829436,-8.110627366]]]}",-8.110539327,112.1637225
171,856,"{""type"":""Polygon"",""coordinates"":[[[112.19092784,-8.074884354,0],[112.190572675,-8.075625522,0],[112.190131058,-8.075534065,0],[112.190497223,-8.074760597,0],[112.19092784,-8.074884354,0]]]}",-8.075200196,112.190531,,,,40,,,,,,#N/A,,,,1216H,"{""type"":""Polygon"",""coordinates"":[[[112.164177957,-8.110524293],[112.164426611,-8.110618281],[112.164440117,-8.110584261],[112.164625296,-8.110655163],[112.164612931,-8.110692259],[112.164636717,-8.110701325],[112.164735281,-8.110735464],[112.164750297,-8.110740665],[112.164709329,-8.11084502],[112.164627644,-8.110816554],[112.164586977,-8.110802715],[112.164595553,-8.110781275],[112.164137506,-8.110620661],[112.164142963,-8.110607661],[112.164177957,-8.110524293]]]}",-8.110676517,112.1644557
172,857,"{""type"":""Polygon"",""coordinates"":[[[112.190480397,-8.074757145,0],[112.190114713,-8.075528274,0],[112.189608321,-8.075421374,0],[112.189858162,-8.074617143,0],[112.190480397,-8.074757145,0]]]}",-8.075067091,112.1900204,,,,41,,,,,,#N/A,,,,1218I,"{""type"":""Polygon"",""coordinates"":[[[112.164735281,-8.110735464],[112.164735227,-8.110735589],[112.164636717,-8.110701325],[112.164672409,-8.110618519],[112.164772347,-8.110649928],[112.164735281,-8.110735464]]]}",-8.110676423,112.1647045
173,858,"{""type"":""Polygon"",""coordinates"":[[[112.171025885,-8.091246719,0],[112.170952048,-8.091563409,0],[112.170510377,-8.091413254,0],[112.170549418,-8.091070038,0],[112.171025885,-8.091246719,0]]]}",-8.091320584,112.1707583,,,,42,,,,,,#N/A,,,,1219J,"{""type"":""Polygon"",""coordinates"":[[[112.16488673,-8.111043217],[112.164793762,-8.111001137],[112.164886561,-8.110834099],[112.164765208,-8.110776992],[112.164816605,-8.110681337],[112.165036249,-8.110779917],[112.16488673,-8.111043217]]]}",-8.110847125,112.1648947
174,859,"{""type"":""Polygon"",""coordinates"":[[[112.187882979,-8.073888368,0],[112.187580169,-8.075132981,0],[112.187438873,-8.075055177,0],[112.187260848,-8.074958317,0],[112.187090818,-8.074837465,0],[112.186880755,-8.074690338,0],[112.187166959,-8.073677063,0],[112.187882979,-8.073888368,0]]]}",-8.074363406,112.187386,,,,43,,,,,,#N/A,,,,1219K,"{""type"":""Polygon"",""coordinates"":[[[112.164200808,-8.110464604],[112.164058833,-8.110396514],[112.164103912,-8.110302521],[112.164245886,-8.110370611],[112.164200808,-8.110464604]]]}",-8.110383563,112.1641524
175,860,"{""type"":""Polygon"",""coordinates"":[[[112.191289616,-8.075486411,0],[112.191140919,-8.075766901,0],[112.191059569,-8.075727031,0],[112.190922659,-8.07571065,0],[112.190862332,-8.075664354,0],[112.190625965,-8.075624389,0],[112.190975446,-8.074902581,0],[112.191063086,-8.074885785,0],[112.191684372,-8.075053856,0],[112.191660852,-8.075126473,0],[112.191533601,-8.075257995,0],[112.191435713,-8.07536273,0],[112.191289616,-8.075486411,0]]]}",-8.075300248,112.1911234,,,,44,,,,,,#N/A,,,,1846L,"{""type"":""Polygon"",""coordinates"":[[[112.164174085,-8.110287386],[112.16416248,-8.110312398],[112.164112456,-8.110289188],[112.164122546,-8.110265511],[112.164174085,-8.110287386]]]}",-8.11028872,112.1641432
176,861,"{""type"":""Polygon"",""coordinates"":[[[112.185343804,-8.078480251,0],[112.185339734,-8.078524265,0],[112.185259236,-8.078498941,0],[112.18495047,-8.078401806,0],[112.184771897,-8.078345628,0],[112.184833328,-8.078287635,0],[112.184889561,-8.078234551,0],[112.184958898,-8.078095429,0],[112.185040458,-8.077900147,0],[112.185148065,-8.077816677,0],[112.185146435,-8.077729453,0],[112.185154813,-8.077622083,0],[112.185188171,-8.07757452,0],[112.185304612,-8.077537646,0],[112.185341317,-8.077444927,0],[112.185378505,-8.07729394,0],[112.185473354,-8.077114969,0],[112.185401747,-8.07705256,0],[112.185406898,-8.076951668,0],[112.185388277,-8.076848749,0],[112.185408476,-8.076739817,0],[112.185458323,-8.076654221,0],[112.185480265,-8.076529655,0],[112.185475381,-8.076434883,0],[112.185544471,-8.076226235,0],[112.185966909,-8.07636665,0],[112.185956556,-8.076468922,0],[112.185849429,-8.07667731,0],[112.185860835,-8.076989574,0],[112.185930418,-8.077082663,0],[112.185928527,-8.077160393,0],[112.185847091,-8.077375761,0],[112.185656833,-8.077741946,0],[112.185355393,-8.078045956,0],[112.185369666,-8.078200608,0],[112.185343804,-8.078480251,0]]]}",-8.07738259,112.1854817,,,,45,,,,,,#N/A,,,,2360M,"{""type"":""Polygon"",""coordinates"":[[[112.164768984,-8.111250568],[112.165045747,-8.110763191],[112.165063741,-8.110770698],[112.164785842,-8.111261356],[112.164768984,-8.111250568]]]}",-8.111012764,112.1649153
177,862,"{""type"":""Polygon"",""coordinates"":[[[112.183760388,-8.073596263,0],[112.183688734,-8.073725362,0],[112.183523481,-8.073553449,0],[112.183438538,-8.073404067,0],[112.183320185,-8.073219232,0],[112.18324509,-8.072957065,0],[112.183246639,-8.072754978,0],[112.183286695,-8.072677241,0],[112.183464827,-8.072627986,0],[112.184001278,-8.072755553,0],[112.183923745,-8.072943677,0],[112.1837856,-8.073474191,0],[112.183760388,-8.073596263,0]]]}",-8.073072848,112.1835962,,,,46,,,,,,#N/A,,,,2517N,"{""type"":""Polygon"",""coordinates"":[[[112.163935974,-8.110189776],[112.163984515,-8.110211191],[112.1639631,-8.110256163],[112.163914559,-8.110235462],[112.163935974,-8.110189776]]]}",-8.110223103,112.1639495
178,863,"{""type"":""Polygon"",""coordinates"":[[[112.169566501,-8.092167142,0],[112.169502907,-8.092179249,0],[112.169245528,-8.092137417,0],[112.16934444,-8.091450942,0],[112.169834691,-8.091582386,0],[112.169617935,-8.0921431,0],[112.169566501,-8.092167142,0]]]}",-8.091819168,112.1695079,,,,48,,,,,,#N/A,,,,1317A,"{""type"":""Polygon"",""coordinates"":[[[112.160706338,-8.102713069],[112.160656802,-8.102987401],[112.160648989,-8.10298619],[112.160642864,-8.102985241],[112.160561624,-8.102972649],[112.16059571,-8.102800104],[112.160609528,-8.102730157],[112.160615399,-8.102700438],[112.160706338,-8.102713069]]]}",-8.1028445,112.1606349
179,868,"{""type"":""Polygon"",""coordinates"":[[[112.152001392,-8.118099711,0],[112.152442431,-8.11823688,0],[112.152319615,-8.118838622,0],[112.151840272,-8.118706336,0],[112.152001392,-8.118099711,0]]]}",-8.118473911,112.1521491,,,,3,,,,,,#N/A,,,,1318B,"{""type"":""Polygon"",""coordinates"":[[[112.160753303,-8.102634226],[112.16073046,-8.102717031],[112.160706338,-8.102713069],[112.160615399,-8.102700438],[112.160508695,-8.102687526],[112.160219352,-8.102645647],[112.160236484,-8.102547613],[112.160753303,-8.102634226]]]}",-8.102635126,112.1604779
180,869,"{""type"":""Polygon"",""coordinates"":[[[112.150797168,-8.118741389,0],[112.150764456,-8.118765924,0],[112.149597701,-8.118613264,0],[112.149663126,-8.118485139,0],[112.149695839,-8.118438796,0],[112.150840785,-8.118580551,0],[112.150797168,-8.118741389,0]]]}",-8.118601153,112.1502325,,,,2,,,,,,#N/A,,,,1318C,"{""type"":""Polygon"",""coordinates"":[[[112.160494489,-8.102801663],[112.160493299,-8.102826647],[112.160570632,-8.102837355],[112.160556355,-8.102936102],[112.160420726,-8.102915877],[112.160414598,-8.102945343],[112.160334985,-8.102929361],[112.160335065,-8.10290041],[112.160217885,-8.102876384],[112.160226919,-8.102780753],[112.160305322,-8.102793334],[112.160308891,-8.10276835],[112.160494489,-8.102801663]]]}",-8.102855783,112.1603932
181,870,"{""type"":""Polygon"",""coordinates"":[[[112.151821094,-8.118703012,0],[112.151765285,-8.118912938,0],[112.150869766,-8.118796389,0],[112.150913053,-8.118573293,0],[112.151818371,-8.118702622,0],[112.151821094,-8.118703012,0]]]}",-8.11874558,112.1513385,,,,4,,,,,,#N/A,,,,1319D,"{""type"":""Polygon"",""coordinates"":[[[112.160789471,-8.102523819],[112.160717432,-8.102512916],[112.160734604,-8.102453406],[112.160809458,-8.102467664],[112.160789471,-8.102523819]]]}",-8.102489159,112.1607625
182,871,"{""type"":""Polygon"",""coordinates"":[[[112.142722448,-8.109902628,0],[112.142642864,-8.110122134,0],[112.141309334,-8.109793873,0],[112.141380715,-8.109582588,0],[112.142722448,-8.109902628,0]]]}",-8.10985142,112.1420187,,,,3,,,,,,#N/A,,,,1321E,"{""type"":""Polygon"",""coordinates"":[[[112.160011895,-8.102963585],[112.160123491,-8.102980479],[112.160112729,-8.10306012],[112.159998586,-8.103041257],[112.160011895,-8.102963585]]]}",-8.103011551,112.1600618
183,875,"{""type"":""Polygon"",""coordinates"":[[[112.189449165,-8.082041838,0],[112.189386871,-8.08207183,0],[112.189211841,-8.082008155,0],[112.189391914,-8.081312432,0],[112.189546746,-8.081343825,0],[112.189561036,-8.081446047,0],[112.189550418,-8.081578243,0],[112.189516649,-8.081696349,0],[112.189497119,-8.081805636,0],[112.189506041,-8.081849695,0],[112.189500719,-8.081890236,0],[112.189498962,-8.081939588,0],[112.189495416,-8.081969552,0],[112.189484752,-8.08200657,0],[112.189449165,-8.082041838,0]]]}",-8.081710701,112.189406,,,,18,,,,,,#N/A,,,,1321F,"{""type"":""Polygon"",""coordinates"":[[[112.160212523,-8.102717192],[112.160208002,-8.102749064],[112.160188728,-8.102884944],[112.160080463,-8.102874236],[112.160100688,-8.102707674],[112.160212523,-8.102717192]]]}",-8.102795592,112.1601457
184,876,"{""type"":""Polygon"",""coordinates"":[[[112.189635577,-8.080245473,0],[112.189621915,-8.080406119,0],[112.189050077,-8.080286772,0],[112.189054545,-8.080247888,0],[112.189117625,-8.080079722,0],[112.189107428,-8.079935419,0],[112.189113094,-8.079894095,0],[112.189690195,-8.080065604,0],[112.189635577,-8.080245473,0]]]}",-8.0801616,112.189365,,,,20,,,,,,#N/A,,,,1551G,"{""type"":""Polygon"",""coordinates"":[[[112.160334985,-8.102929361],[112.160414598,-8.102945343],[112.160528686,-8.102968245],[112.160495605,-8.103122483],[112.160179137,-8.103061807],[112.16021245,-8.102904763],[112.160334985,-8.102929361]]]}",-8.103014219,112.1603535
185,877,"{""type"":""Polygon"",""coordinates"":[[[112.189342454,-8.080921998,0],[112.189252371,-8.081278186,0],[112.188983723,-8.081217639,0],[112.188945016,-8.081164684,0],[112.18889767,-8.081136728,0],[112.188897656,-8.081138991,0],[112.188845102,-8.081134161,0],[112.188815356,-8.081138516,0],[112.188787949,-8.081133831,0],[112.188779031,-8.0810953,0],[112.188733535,-8.081056558,0],[112.18881512,-8.080789936,0],[112.189342454,-8.080921998,0]]]}",-8.081027913,112.1890423,,,,22,,,,,,#N/A,,,,2388H,"{""type"":""Polygon"",""coordinates"":[[[112.160609528,-8.102730157],[112.16059571,-8.102800104],[112.160552477,-8.102794126],[112.160562946,-8.102724645],[112.160609528,-8.102730157]]]}",-8.102761851,112.1605803
186,880,"{""type"":""Polygon"",""coordinates"":[[[112.192800605,-8.095981898,0],[112.192800564,-8.095981998,0],[112.19272754,-8.095967929,0],[112.191155493,-8.095665064,0],[112.191340286,-8.095149464,0],[112.191422352,-8.095165392,0],[112.193007759,-8.095473104,0],[112.19300694,-8.095475118,0],[112.192800605,-8.095981898,0]]]}",-8.095566693,112.1920757,,,,39,,,,,,#N/A,,,,1307I,"{""type"":""Polygon"",""coordinates"":[[[112.160717432,-8.102512916],[112.160789471,-8.102523819],[112.160753303,-8.102634226],[112.160236484,-8.102547613],[112.160261231,-8.102443869],[112.160717432,-8.102512916]]]}",-8.102537752,112.1605135
187,881,"{""type"":""Polygon"",""coordinates"":[[[112.190599187,-8.081638359,0],[112.190386582,-8.082210466,0],[112.189703243,-8.082101172,0],[112.189758478,-8.082004895,0],[112.189749652,-8.081960915,0],[112.189741015,-8.081904409,0],[112.189735493,-8.081851081,0],[112.18972341,-8.081813317,0],[112.18973054,-8.081760176,0],[112.189768636,-8.081751344,0],[112.189756694,-8.081704186,0],[112.1897919,-8.081652341,0],[112.189801803,-8.081578699,0],[112.189814566,-8.081482474,0],[112.190599187,-8.081638359,0]]]}",-8.081848901,112.1901259,,,,33,,,,,,#N/A,,,,1307J,"{""type"":""Polygon"",""coordinates"":[[[112.160494489,-8.102801663],[112.160308891,-8.10276835],[112.160205623,-8.102749064],[112.160210144,-8.102717192],[112.160219352,-8.102645647],[112.160508695,-8.102687526],[112.160494489,-8.102801663]]]}",-8.102721505,112.1603594
188,884,"{""type"":""Polygon"",""coordinates"":[[[112.192782597,-8.096656319,0],[112.19288337,-8.097701149,0],[112.19236895,-8.097548893,0],[112.192481133,-8.097190852,0],[112.192522796,-8.097057881,0],[112.192629,-8.096718923,0],[112.192631321,-8.096711516,0],[112.192968823,-8.095634353,0],[112.193085492,-8.095440087,0],[112.193159114,-8.095495978,0],[112.192782597,-8.096656319,0]]]}",-8.096842055,112.1927452,,,,5,,,,,,#N/A,,,,1867K,"{""type"":""Polygon"",""coordinates"":[[[112.160648989,-8.10298619],[112.160625393,-8.103127314],[112.160532594,-8.103107088],[112.160561624,-8.102972649],[112.160642864,-8.102985241],[112.160648989,-8.10298619]]]}",-8.103049192,112.1605923
189,886,"{""type"":""Polygon"",""coordinates"":[[[112.192481133,-8.097190852,0],[112.192459493,-8.097245453,0],[112.191539374,-8.097110307,0],[112.191568519,-8.096982976,0],[112.190750844,-8.096848579,0],[112.190798844,-8.096678045,0],[112.192545618,-8.096978385,0],[112.192522796,-8.097057881,0],[112.192493793,-8.09715891,0],[112.192481133,-8.097190852,0]]]}",-8.096966015,112.1917398,,,,40,,,,,,#N/A,,,,1817H,"{""type"":""Polygon"",""coordinates"":[[[112.14339328,-8.092912772],[112.143571232,-8.092339824],[112.143599,-8.092250421],[112.143615656,-8.092257559],[112.14340315,-8.092955098],[112.143381735,-8.092949943],[112.14339328,-8.092912772]]]}",-8.092614794,112.1434963
190,887,"{""type"":""Polygon"",""coordinates"":[[[112.192628805,-8.096719173,0],[112.192547764,-8.096976935,0],[112.190799391,-8.096677826,0],[112.190879417,-8.096411047,0],[112.190879711,-8.096411099,0],[112.192260687,-8.096654335,0],[112.192628805,-8.096719173,0]]]}",-8.096695391,112.1917092,,,,41,,,,,,#N/A,,,,1220A,"{""type"":""Polygon"",""coordinates"":[[[112.14318101,-8.092488179],[112.143243604,-8.092506185],[112.143145094,-8.092838834],[112.143045157,-8.092808853],[112.143054029,-8.092777531],[112.14309572,-8.092630347],[112.143133735,-8.092496143],[112.143139383,-8.092476204],[112.14318101,-8.092488179]]]}",-8.092656456,112.1431437
191,888,"{""type"":""Polygon"",""coordinates"":[[[112.192631321,-8.096711516,0],[112.192629558,-8.096719021,0],[112.192629,-8.096718923,0],[112.192260687,-8.096654335,0],[112.190879327,-8.096412097,0],[112.190879711,-8.096411099,0],[112.191112594,-8.095805702,0],[112.192116225,-8.096004896,0],[112.192766926,-8.096134043,0],[112.19276689,-8.096134195,0],[112.192631321,-8.096711516,0]]]}",-8.096268524,112.1918375,,,,38,,,,,,#N/A,,,,1220B,"{""type"":""Polygon"",""coordinates"":[[[112.142555054,-8.09245697],[112.142646336,-8.092486242],[112.142836876,-8.092547343],[112.142851074,-8.092551896],[112.14309572,-8.092630347],[112.143054029,-8.092777531],[112.142866697,-8.092718909],[112.142873835,-8.092696066],[112.14246552,-8.092561865],[112.14250052,-8.092439483],[112.142555054,-8.09245697]]]}",-8.09260498,112.1427914
192,889,"{""type"":""Polygon"",""coordinates"":[[[112.190361604,-8.080675299,0],[112.190176505,-8.081554118,0],[112.189804837,-8.081480339,0],[112.18988316,-8.080502324,0],[112.190236694,-8.080606565,0],[112.190249626,-8.080639258,0],[112.190361604,-8.080675299,0]]]}",-8.08102674,112.1900576,,,,42,,,,,,#N/A,,,,1308C,"{""type"":""Polygon"",""coordinates"":[[[112.142789134,-8.092272296],[112.142953188,-8.092322284],[112.143205627,-8.092399205],[112.14318101,-8.092488179],[112.143139383,-8.092476204],[112.143133735,-8.092496143],[112.14268735,-8.092358789],[112.142713987,-8.092294255],[112.14273076,-8.092254508],[112.142789134,-8.092272296]]]}",-8.092378914,112.1429467
193,890,"{""type"":""Polygon"",""coordinates"":[[[112.192470365,-8.081719187,0],[112.192424809,-8.081860201,0],[112.191715531,-8.081796689,0],[112.191723595,-8.081578166,0],[112.191737961,-8.081438682,0],[112.191867329,-8.081184409,0],[112.192059775,-8.081139843,0],[112.192336972,-8.0812115,0],[112.192326973,-8.081464219,0],[112.192265687,-8.081538002,0],[112.192470365,-8.081719187,0]]]}",-8.081525434,112.1920636,,,,36,,,,,,#N/A,,,,1308D,"{""type"":""Polygon"",""coordinates"":[[[112.142851074,-8.092551896],[112.142836876,-8.092547343],[112.142646336,-8.092486242],[112.142683241,-8.092376981],[112.142889825,-8.09244194],[112.142851074,-8.092551896]]]}",-8.092464258,112.1427678
194,891,"{""type"":""Polygon"",""coordinates"":[[[112.196720362,-8.095876593,0],[112.196252894,-8.096337405,0],[112.196084989,-8.096245825,0],[112.196277908,-8.095736304,0],[112.196691953,-8.095783713,0],[112.196720362,-8.095876593,0]]]}",-8.095997721,112.196377,,,,9,,,,,,#N/A,,,,1220E,"{""type"":""Polygon"",""coordinates"":[[[112.143205627,-8.092399205],[112.142953188,-8.092322284],[112.142986651,-8.092212864],[112.143319489,-8.09231778],[112.14328946,-8.09242595],[112.143205627,-8.092399205]]]}",-8.092319385,112.1431366
195,892,"{""type"":""Polygon"",""coordinates"":[[[112.190392203,-8.082336271,0],[112.190304748,-8.082582576,0],[112.190200559,-8.08258017,0],[112.19013716,-8.082573453,0],[112.19010029,-8.082562804,0],[112.190046502,-8.082574802,0],[112.189989577,-8.082543628,0],[112.189909521,-8.08257026,0],[112.18987594,-8.082540997,0],[112.189827322,-8.082560286,0],[112.189785493,-8.082602065,0],[112.189713842,-8.082581129,0],[112.189629395,-8.082591822,0],[112.189521871,-8.082682964,0],[112.189465845,-8.082713991,0],[112.189464668,-8.082443505,0],[112.189569593,-8.082362291,0],[112.189598626,-8.082325135,0],[112.18960604,-8.082253206,0],[112.18965136,-8.082184971,0],[112.18970008,-8.082101125,0],[112.190384154,-8.082211251,0],[112.190392203,-8.082336271,0]]]}",-8.082379879,112.1899247,,,,34,,,,,,#N/A,,,,1614F,"{""type"":""Polygon"",""coordinates"":[[[112.143571232,-8.092339824],[112.14339328,-8.092912772],[112.143355532,-8.092902929],[112.143525425,-8.092327575],[112.143571232,-8.092339824]]]}",-8.092611457,112.1434642
196,893,"{""type"":""Polygon"",""coordinates"":[[[112.191503878,-8.09436238,0],[112.191459738,-8.094493869,0],[112.189654223,-8.093863123,0],[112.189628214,-8.093714897,0],[112.191503878,-8.09436238,0]]]}",-8.094110965,112.1905697,,,,31,,,,,,#N/A,,,,1713G,"{""type"":""Polygon"",""coordinates"":[[[112.142888093,-8.091954201],[112.142996257,-8.091987348],[112.142981028,-8.092048262],[112.143376503,-8.092178844],[112.143357935,-8.092232908],[112.142847778,-8.092076816],[112.142888093,-8.091954201]]]}",-8.092101259,112.1430752
197,894,"{""type"":""Polygon"",""coordinates"":[[[112.193087984,-8.095345859,0],[112.193008064,-8.095475337,0],[112.19300694,-8.095475118,0],[112.191422352,-8.095165392,0],[112.19134169,-8.095149626,0],[112.19142408,-8.09486722,0],[112.193208854,-8.095259483,0],[112.193087984,-8.095345859,0]]]}",-8.095180095,112.1922169,,,,29,,,,,,#N/A,,,,1308I,"{""type"":""Polygon"",""coordinates"":[[[112.142986651,-8.092212864],[112.142953188,-8.092322284],[112.142789134,-8.092272296],[112.14282694,-8.092142175],[112.142992551,-8.092193572],[112.142986651,-8.092212864]]]}",-8.092232436,112.1428904
198,895,"{""type"":""Polygon"",""coordinates"":[[[112.189630018,-8.097339621,0],[112.189537643,-8.097342976,0],[112.189536258,-8.097240856,0],[112.189535306,-8.097170649,0],[112.189439426,-8.097074041,0],[112.189386842,-8.097000264,0],[112.18937428,-8.096866375,0],[112.18939323,-8.09667887,0],[112.189442842,-8.096533514,0],[112.189462715,-8.096414089,0],[112.189473387,-8.096250099,0],[112.18954433,-8.096251284,0],[112.189543855,-8.096374708,0],[112.18955584,-8.096466048,0],[112.18950881,-8.096643287,0],[112.189513829,-8.096696417,0],[112.189473015,-8.096856551,0],[112.189497663,-8.096930699,0],[112.18954618,-8.097021553,0],[112.189650857,-8.097132939,0],[112.18965941,-8.097288161,0],[112.189630018,-8.097339621,0]]]}",-8.096844003,112.1895002,,,,4,,,,,,#N/A,,,,1308J,"{""type"":""Polygon"",""coordinates"":[[[112.14235619,-8.092398077],[112.142440062,-8.092422138],[112.14250052,-8.092439483],[112.14246552,-8.092561865],[112.142304192,-8.092507613],[112.142339884,-8.092393399],[112.14235619,-8.092398077]]]}",-8.092476023,112.1424033
